,0,1
Customer 949,"['N3', 'N6', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A5', 'SURVEY']",3
Customer 950,"['N3', 'N14', 'N7', 'N12', 'IVREND', 'CLE', 'A5', 'SURVEY']",3
Customer 951,"['N2', 'N4', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",2
Customer 952,"['N3', 'N6', 'N15', 'N16', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",7
Customer 953,"['N3', 'N5', 'N15', 'N16', 'N17', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A1', 'SURVEY']",6
Customer 954,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A1', 'SURVEY']",2
Customer 955,"['N3', 'N6', 'N15', 'N16', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",4
Customer 956,"['N3', 'N14', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",4
Customer 957,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",2
Customer 958,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A8', 'SURVEY']",1
Customer 959,"['N3', 'N6', 'N15', 'N16', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A8', 'SURVEY']",4
Customer 960,"['N3', 'N5', 'N9', 'N12', 'IVREND', 'CLE', 'A5', 'SURVEY']",1
Customer 961,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A2', 'SURVEY']",4
Customer 962,"['N2', 'N4', 'N11', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",2
Customer 963,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A2', 'SURVEY']",3
Customer 964,"['N3', 'N5', 'N15', 'N16', 'N17', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",5
Customer 965,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A2', 'SURVEY']",4
Customer 966,"['N3', 'N5', 'N15', 'N16', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",6
Customer 967,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A5', 'SURVEY']",2
Customer 968,"['N3', 'N14', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A5', 'SURVEY']",3
Customer 969,"['N3', 'N6', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",3
Customer 970,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",2
Customer 971,"['N2', 'N4', 'N11', 'N12', 'IVREND', 'CLE', 'A2', 'SURVEY']",2
Customer 972,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",2
Customer 973,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",3
Customer 974,"['N3', 'N14', 'N7', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",4
Customer 975,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A2', 'SURVEY']",3
Customer 976,"['N3', 'N14', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",5
Customer 977,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A2', 'SURVEY']",3
Customer 978,"['N3', 'N14', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A8', 'SURVEY']",4
Customer 979,"['N2', 'N4', 'N11', 'N12', 'IVREND', 'CLE', 'A1', 'SURVEY']",2
Customer 980,"['N2', 'N4', 'N11', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",2
Customer 981,"['N3', 'N6', 'N15', 'N16', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A1', 'SURVEY']",5
Customer 982,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",3
Customer 983,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",0
Customer 984,"['N3', 'N5', 'N15', 'N16', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",5
Customer 985,"['N3', 'N14', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",4
Customer 986,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A8', 'SURVEY']",3
Customer 987,"['N3', 'N5', 'N9', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",1
Customer 988,"['N3', 'N5', 'N9', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",0
Customer 989,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",3
Customer 990,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A2', 'SURVEY']",4
Customer 991,"['N3', 'N5', 'N15', 'N16', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",4
Customer 992,"['N3', 'N5', 'N9', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",3
Customer 993,"['N3', 'N14', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A2', 'SURVEY']",5
Customer 994,"['N3', 'N14', 'N7', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",2
Customer 995,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",1
Customer 996,"['N3', 'N5', 'N15', 'N16', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",3
Customer 997,"['N2', 'N4', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A8', 'SURVEY']",2
Customer 998,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A8', 'SURVEY']",1
Customer 999,"['N3', 'N14', 'N7', 'N12', 'IVREND', 'CLE', 'A2', 'SURVEY']",4
